id,host_id,host_perfil,neighbourhood_group,neighbourhood,room_type,property_type,accommodates,bedrooms,minimum_nights,uso_turistico,borde_31_noches,licencia_regional,vivienda_id,anuncios_de_la_vivienda,es_repeticion,precio_anuncio,precio_por_plaza,precio_plaza_anual,banda_plaza,factor_temporada,number_of_reviews_ltm,availability_365,license,situacion,sujeto_a_vut,sin_licencia,actividad_reciente
6757485,2729035.0,sin_anuncios_turisticos,Sants-Montjuïc,el Poble Sec,Private room,Private room in rental unit,1.0,,31.0,True,True,Exempt - seasonal rental,anuncio:6757485,1,False,40.0,40.0,33.67,€,1.188,7,306,Spain - National registration number<br />ESHFNT00000806900014598400100000000000000000000000001<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
6760482,17036488.0,solo_con_licencia,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Entire home/apt,Entire rental unit,5.0,2.0,2.0,True,False,HUTB-009974,HUTB-009974,1,False,210.0,42.0,35.35,€,1.188,46,335,Barcelona - Regional registration number<br />HUTB-009974<br /><br />Spain - National registration number<br />ESHFTU00000805900050636600200000000000000HUTB 0099742,licencia_verificada,True,False,True
6773769,35463109.0,solo_sin_licencia,Sant Martí,el Poblenou,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:6773769,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
6774451,27573426.0,solo_con_licencia,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,Entire rental unit,4.0,2.0,32.0,False,False,Exempt - seasonal rental,anuncio:6774451,1,False,,,,,1.188,2,265,Spain - National registration number<br />ESFCNT00000806000052402100000000000000000000000000007<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
6776807,17751441.0,mixto,Eixample,Sant Antoni,Entire home/apt,Entire rental unit,6.0,3.0,4.0,True,False,HUTB-480864,HUTB-480864,1,False,410.0,68.33,57.51,€€,1.188,16,336,Spain - National registration number<br />ESHFTU000008056000482379008000000000000HUTB-004808645<br /><br />Barcelona - Regional registration number<br />HUTB-480864,licencia_no_encontrada,True,False,True
6794693,1489436.0,solo_con_licencia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,Entire condo,9.0,5.0,2.0,True,False,HUTB-009392,HUTB-009392,1,False,531.0,59.0,49.66,€€,1.188,52,201,Spain - National registration number<br />ESFCTU00000805400015847800000000000000000HUTB-0093929<br /><br />Barcelona - Regional registration number<br />HUTB-009392,licencia_verificada,True,False,True
6803776,8546697.0,solo_sin_licencia,Ciutat Vella,el Barri Gòtic,Private room,Private room in rental unit,2.0,,28.0,True,False,,anuncio:6803776,1,False,21.04,10.52,8.85,€,1.188,0,55,,sin_declarar,False,False,False
6806270,1391607.0,mixto,Sants-Montjuïc,el Poble Sec,Entire home/apt,Entire rental unit,4.0,2.0,2.0,True,False,HUTB-010948,HUTB-010948,1,False,201.33,50.33,42.36,€€,1.188,7,318,Barcelona - Regional registration number<br />HUTB-010948<br /><br />Spain - National registration number<br />ESFCTU000008069000443738000000000000000000HUTB-010948,licencia_verificada,True,False,True
6807173,4053184.0,solo_sin_licencia,Eixample,la Sagrada Família,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:6807173,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
6808901,14945317.0,solo_con_licencia,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,Entire rental unit,6.0,3.0,2.0,True,False,HUTB009378,HUTB009378,1,False,299.0,49.83,41.94,€€,1.188,39,153,Spain - National registration number<br />ESFCTU00000806600014699700000000000000000HUTB-0093789<br /><br />Barcelona - Regional registration number<br />HUTB009378,licencia_verificada,True,False,True
6814489,35680813.0,solo_sin_licencia,Horta-Guinardó,Horta,Private room,Private room in home,2.0,,31.0,True,True,,anuncio:6814489,1,False,32.04,16.02,13.48,€,1.188,0,356,,sin_declarar,False,False,False
6819336,5107063.0,mixto,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,5.0,3.0,2.0,True,False,HUTB-010170,HUTB-010170,1,False,259.62,51.92,43.7,€€,1.188,24,261,Barcelona - Regional registration number<br />HUTB-010170<br /><br />Spain - National registration number<br />ESFCTU00000805400024126200000000000000000HUTB-0101703,licencia_verificada,True,False,True
6826579,8507694.0,solo_sin_licencia,Eixample,la Nova Esquerra de l'Eixample,Private room,Private room in rental unit,1.0,,1.0,True,False,,anuncio:6826579,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
6826866,8507694.0,solo_sin_licencia,Eixample,la Nova Esquerra de l'Eixample,Private room,Private room in rental unit,2.0,,5.0,True,False,,anuncio:6826866,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
6828760,8546697.0,solo_sin_licencia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,Private room in rental unit,2.0,,28.0,True,False,,anuncio:6828760,1,False,22.89,11.44,9.63,€,1.188,0,225,,sin_declarar,False,False,False
6842865,5729069.0,mixto,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-006730,HUTB-006730,2,False,391.5,97.88,82.38,€€€,1.188,12,350,Barcelona - Regional registration number<br />HUTB-006730<br /><br />Spain - National registration number<br />ESFCTU000008056000304435000000000000000000HUTB0067301,licencia_verificada,True,False,True
6855516,362734677.0,solo_con_licencia,Sants-Montjuïc,el Poble Sec,Entire home/apt,Entire rental unit,4.0,2.0,2.0,True,False,HUTB-007552,HUTB-007552,1,False,199.5,49.88,41.98,€€,1.188,38,254,Barcelona - Regional registration number<br />HUTB-007552<br /><br />Spain - National registration number<br />ESFCTU00000806900029942700000000000000000HUTB-0075525,licencia_verificada,True,False,True
6856056,27514370.0,solo_con_licencia,Horta-Guinardó,el Baix Guinardó,Entire home/apt,Entire rental unit,5.0,3.0,2.0,True,False,HUTB-008159,HUTB-008159,1,False,312.5,62.5,52.6,€€,1.188,35,257,Spain - National registration number<br />ESFCTU00000805800057864900000000000000000HUTB-0081599<br /><br />Barcelona - Regional registration number<br />HUTB-008159,licencia_verificada,True,False,True
6866722,19348791.0,solo_sin_licencia,Sants-Montjuïc,Hostafrancs,Private room,Private room in rental unit,2.0,2.0,30.0,True,False,,anuncio:6866722,1,False,94.03,47.02,39.58,€,1.188,0,365,,sin_declarar,False,False,False
6869498,41161.0,,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,Private room in rental unit,2.0,,32.0,False,False,,anuncio:6869498,1,False,67.11,33.56,28.25,€,1.188,0,365,,sin_declarar,False,False,False
6882506,31165623.0,solo_sin_licencia,Eixample,el Fort Pienc,Private room,Private room in rental unit,1.0,,10.0,True,False,,anuncio:6882506,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
6897176,2881735.0,solo_sin_licencia,Gràcia,la Vila de Gràcia,Private room,Private room in rental unit,2.0,,3.0,True,False,,anuncio:6897176,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
6964841,31847515.0,solo_sin_licencia,Eixample,la Dreta de l'Eixample,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:6964841,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
6970615,36548701.0,solo_con_licencia,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire condo,9.0,4.0,3.0,True,False,HUTB-009625,HUTB-009625,1,False,1197.33,133.04,111.98,€€€,1.188,19,294,Spain - National registration number<br />ESFCTU00000805400020176100000000000000000HUTB-0096252<br /><br />Barcelona - Regional registration number<br />HUTB-009625,licencia_verificada,True,False,True
6988770,32609352.0,,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,4.0,1.0,120.0,False,False,,anuncio:6988770,1,False,41.76,10.44,8.79,€,1.188,0,364,,sin_declarar,False,False,False
7003642,71615.0,solo_con_licencia,Gràcia,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,Entire rental unit,6.0,2.0,1.0,True,False,HUTB-002441,HUTB-002441,1,False,200.5,33.42,28.13,€,1.188,13,126,Spain - National registration number<br />ESFCTU00000805800042104400000000000000000HUTB-0024417<br /><br />Barcelona - Regional registration number<br />HUTB-002441,licencia_verificada,True,False,True
7008175,36739212.0,,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Entire home/apt,Entire guesthouse,2.0,1.0,32.0,False,False,Exempt - seasonal rental,anuncio:7008175,1,False,,,,,1.188,2,23,Barcelona - Regional registration number<br />Exempt - seasonal rental<br /><br />Spain - National registration number<br />ESHFNT00000806100039195800100000000000000000000000007,exencion_declarada,False,False,True
7034555,36538267.0,sin_anuncios_turisticos,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,Private room in rental unit,1.0,,31.0,True,True,Exempt - seasonal rental,anuncio:7034555,1,False,61.09,61.09,51.42,€€,1.188,0,179,Spain - National registration number<br />ESHFNT00000805400003955500200000000000000000000000000<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
7044731,4253522.0,solo_con_licencia,Sants-Montjuïc,el Poble Sec,Entire home/apt,Entire rental unit,7.0,3.0,2.0,True,False,HUTB-009301,HUTB-009301,1,False,355.5,50.79,42.75,€€,1.188,38,200,Barcelona - Regional registration number<br />HUTB-009301<br /><br />Spain - National registration number<br />ESFCTU00000806900037950100000000000000000HUTB-0093019,licencia_verificada,True,False,True
7045285,4918740.0,mixto,Eixample,Sant Antoni,Entire home/apt,Entire serviced apartment,2.0,1.0,2.0,True,False,,anuncio:7045285,1,False,244.0,122.0,102.68,€€€,1.188,49,264,Spain - National registration number<br />ESFCTU00000806900040638200000000000000000HUTB-0086569,hutb_no_verificable,True,False,True
7045286,4918740.0,mixto,Eixample,Sant Antoni,Entire home/apt,Entire serviced apartment,4.0,2.0,2.0,True,False,HUTB-008655,HUTB-008655,1,False,233.5,58.38,49.14,€€,1.188,164,327,Spain - National registration number<br />ESFCTU00000806900040638200000000000000000HUTB-0086552<br /><br />Barcelona - Regional registration number<br />HUTB-008655,licencia_verificada,True,False,True
7062680,13187119.0,solo_sin_licencia,Eixample,l'Antiga Esquerra de l'Eixample,Private room,Private room in rental unit,1.0,,2.0,True,False,,anuncio:7062680,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7066477,26521943.0,mixto,Gràcia,la Vila de Gràcia,Entire home/apt,Entire rental unit,3.0,1.0,1.0,True,False,HUTB-002388,HUTB-002388,1,False,209.0,69.67,58.64,€€,1.188,57,207,Spain - National registration number<br />ESHFTU00000806600005014000600000000000000HUTB-0023882<br /><br />Barcelona - Regional registration number<br />HUTB-002388,licencia_verificada,True,False,True
7078098,10630344.0,solo_sin_licencia,Eixample,la Nova Esquerra de l'Eixample,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:7078098,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7091925,14120404.0,solo_con_licencia,Sant Martí,el Parc i la Llacuna del Poblenou,Entire home/apt,Entire rental unit,3.0,1.0,2.0,True,False,HUTB-009540,HUTB-009540,1,False,249.0,83.0,69.86,€€,1.188,15,157,Barcelona - Regional registration number<br />HUTB-009540<br /><br />Spain - National registration number<br />ESFCTU00D30807200045937100000000000000000HUTB-0095407,licencia_verificada,True,False,True
7098780,37207241.0,solo_sin_licencia,Ciutat Vella,el Barri Gòtic,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:7098780,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7105437,3689552.0,,Sant Martí,el Camp de l'Arpa del Clot,Private room,Private room in rental unit,1.0,,730.0,False,False,,anuncio:7105437,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7109133,1994441.0,solo_sin_licencia,Sant Martí,el Parc i la Llacuna del Poblenou,Private room,Private room in rental unit,1.0,1.0,2.0,True,False,,anuncio:7109133,1,False,126.0,126.0,106.05,€€€,1.188,2,316,,sin_declarar,False,False,True
7113910,37210379.0,solo_sin_licencia,Eixample,l'Antiga Esquerra de l'Eixample,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:7113910,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7120267,36538267.0,sin_anuncios_turisticos,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,Private room in rental unit,1.0,,31.0,True,True,Exempt - seasonal rental,anuncio:7120267,1,False,54.12,54.12,45.55,€€,1.188,1,179,Spain - National registration number<br />ESHFNT00000805400003955500200000000000000000000000000<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,True
7120827,35712072.0,solo_con_licencia,Gràcia,la Vila de Gràcia,Entire home/apt,Entire home,4.0,1.0,1.0,True,False,HUTB-005617,HUTB-005617,1,False,186.9,46.72,39.32,€,1.188,53,282,Barcelona - Regional registration number<br />HUTB-005617,licencia_verificada,True,False,True
7125211,26521943.0,mixto,Sants-Montjuïc,la Bordeta,Entire home/apt,Entire rental unit,6.0,2.0,1.0,True,False,HUTB-010438,HUTB-010438,1,False,259.0,43.17,36.33,€,1.188,29,275,Spain - National registration number<br />ESHFTU00000806800024609700100000000000000HUTB-0104388<br /><br />Barcelona - Regional registration number<br />HUTB-010438,licencia_verificada,True,False,True
7125860,26521943.0,mixto,Sant Martí,el Poblenou,Entire home/apt,Entire rental unit,4.0,1.0,1.0,True,False,HUTB-003698,HUTB-003698,1,False,225.0,56.25,47.34,€€,1.188,30,262,Spain - National registration number<br />ESFCTU00000807200079630800000000000000000HUTB-0036988<br /><br />Barcelona - Regional registration number<br />HUTB-003698,licencia_verificada,True,False,True
7126261,26521943.0,mixto,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,Entire rental unit,5.0,2.0,1.0,True,False,HUTB-003691,HUTB-003691,1,False,274.0,54.8,46.12,€€,1.188,17,248,Spain - National registration number<br />ESFCTU00000807200079631500000000000000000HUTB-0036917<br /><br />Barcelona - Regional registration number<br />HUTB-003691,licencia_verificada,True,False,True
7126414,26521943.0,mixto,Sants-Montjuïc,Hostafrancs,Entire home/apt,Entire rental unit,4.0,1.0,1.0,True,False,HUTB-010458,HUTB-010458,1,False,175.0,43.75,36.82,€,1.188,128,299,Spain - National registration number<br />ESHFTU00000806800024609703400000000000000HUTB-0104584<br /><br />Barcelona - Regional registration number<br />HUTB-010458,licencia_verificada,True,False,True
7137292,98297.0,solo_con_licencia,Eixample,la Sagrada Família,Entire home/apt,Entire rental unit,4.0,2.0,4.0,True,False,HUTB-004963,HUTB-004963,1,False,314.0,78.5,66.07,€€,1.188,47,287,Barcelona - Regional registration number<br />HUTB-004963<br /><br />Spain - National registration number<br />ESFCTU00000807300022270500000000000000000HUTB-0049632,licencia_verificada,True,False,True
7186328,289673.0,,Ciutat Vella,el Raval,Entire home/apt,Entire rental unit,3.0,2.0,35.0,False,False,,anuncio:7186328,1,False,49.31,16.44,13.84,€,1.188,1,240,,sin_declarar,False,False,False
7187653,12954600.0,solo_con_licencia,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,Entire rental unit,8.0,4.0,2.0,True,False,HUTB-008670,HUTB-008670,1,False,318.33,39.79,33.49,€,1.188,46,91,Barcelona - Regional registration number<br />HUTB-008670<br /><br />Spain - National registration number<br />ESFCTU00000806600025149300000000000000000HUTB-0086703,licencia_verificada,True,False,True
7216651,37781517.0,solo_con_licencia,Eixample,la Sagrada Família,Entire home/apt,Entire rental unit,6.0,3.0,2.0,True,False,HUTB-006755,HUTB-006755,1,False,245.93,40.99,34.5,€,1.188,42,18,Barcelona - Regional registration number<br />HUTB-006755<br /><br />Spain - National registration number<br />ESFCTU00000807300021282900000000000000000HUTB-0067557,licencia_verificada,True,False,True
7219763,14120404.0,solo_con_licencia,Sant Martí,el Parc i la Llacuna del Poblenou,Entire home/apt,Entire rental unit,2.0,1.0,2.0,True,False,HUTB-076109,HUTB-076109,1,False,252.5,126.25,106.26,€€€,1.188,33,156,Barcelona - Regional registration number<br />HUTB-076109<br /><br />Spain - National registration number<br />ESFCTU00B10807200045935700000000000000000HUTB-0761090,licencia_verificada,True,False,True
7230117,4311145.0,mixto,Gràcia,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,Entire rental unit,3.0,1.0,3.0,True,False,HUTB-508141,HUTB-508141,1,False,171.33,57.11,48.07,€€,1.188,27,283,Barcelona - Regional registration number<br />HUTB-508141<br /><br />Spain - National registration number<br />ESFCTU00000805700051403900000000000000000HUTB-0050818,licencia_no_encontrada,True,False,True
7267087,10701150.0,solo_sin_licencia,Ciutat Vella,el Raval,Private room,Private room in rental unit,2.0,,3.0,True,False,,anuncio:7267087,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7269989,11813460.0,solo_sin_licencia,Eixample,la Dreta de l'Eixample,Private room,Private room in rental unit,1.0,,1.0,True,False,,anuncio:7269989,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7288715,38169857.0,solo_con_licencia,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Entire home/apt,Entire rental unit,3.0,3.0,5.0,True,False,HUTB-007478,HUTB-007478,1,False,,,,,1.188,0,0,Barcelona - Regional registration number<br />HUTB-007478<br /><br />Spain - National registration number<br />ESFCNT00000805900027694800000000000000000000000000007,licencia_verificada,True,False,False
7296618,38218137.0,solo_con_licencia,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire condo,7.0,3.0,1.0,True,False,HUTB-013554,HUTB-013554,1,False,341.0,48.71,41.0,€€,1.188,45,310,Barcelona - Regional registration number<br />HUTB-013554,licencia_verificada,True,False,True
7301264,38244233.0,solo_sin_licencia,Sarrià-Sant Gervasi,el Putxet i el Farró,Private room,Private room in rental unit,1.0,,2.0,True,False,,anuncio:7301264,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7307037,38277876.0,solo_sin_licencia,Sants-Montjuïc,Hostafrancs,Private room,Private room in rental unit,2.0,,3.0,True,False,,anuncio:7307037,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7316755,25140392.0,solo_sin_licencia,Ciutat Vella,el Raval,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:7316755,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7325924,16253025.0,solo_sin_licencia,Sant Martí,la Vila Olímpica del Poblenou,Private room,Private room in rental unit,2.0,,2.0,True,False,,anuncio:7325924,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7333404,4498407.0,mixto,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,Entire rental unit,8.0,4.0,32.0,False,False,HUTB-004633,HUTB-004633,1,False,789.37,98.67,83.05,€€€,1.188,0,180,Barcelona - Regional registration number<br />HUTB-004633<br /><br />Spain - National registration number<br />ESFCTU00000807200057553800000000000000000HUTB-0003034,licencia_no_encontrada,False,False,False
7352954,12954600.0,solo_con_licencia,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,Entire rental unit,6.0,3.0,2.0,True,False,HUTB-008669,HUTB-008669,1,False,329.0,54.83,46.15,€€,1.188,25,135,Barcelona - Regional registration number<br />HUTB-008669<br /><br />Spain - National registration number<br />ESFCTU00000806600025147900000000000000000HUTB-0086691,licencia_verificada,True,False,True
7355769,36607755.0,,Gràcia,la Vila de Gràcia,Private room,Private room in rental unit,1.0,,32.0,False,False,,anuncio:7355769,1,False,38.38,38.38,32.3,€,1.188,0,365,,sin_declarar,False,False,False
7376321,17152918.0,solo_sin_licencia,Gràcia,la Vila de Gràcia,Private room,Private room in rental unit,2.0,,2.0,True,False,,anuncio:7376321,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7393513,1435464.0,mixto,Eixample,el Fort Pienc,Entire home/apt,Entire rental unit,5.0,3.0,1.0,True,False,HUTB-036825,HUTB-036825,2,True,314.6,62.92,52.96,€€,1.188,9,196,Barcelona - Regional registration number<br />HUTB-036825<br /><br />Spain - National registration number<br />ESFCTU00000807200044527500000000000000000HUTB-0368250,licencia_verificada,True,False,True
7396202,1432835.0,solo_con_licencia,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-007945,HUTB-007945,1,False,325.24,81.31,68.44,€€,1.188,48,97,Spain - National registration number<br />ESFCTU00000805600085585200000000000000000HUTB-0079451<br /><br />Barcelona - Regional registration number<br />HUTB-007945,licencia_verificada,True,False,True
7396890,642984.0,solo_sin_licencia,Ciutat Vella,el Raval,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:7396890,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7431940,38929770.0,solo_con_licencia,Horta-Guinardó,la Vall d'Hebron,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-012593,HUTB-012593,1,False,234.0,58.5,49.24,€€,1.188,42,185,Spain - National registration number<br />ESFCTU00000804800001746000000000000000000HUTB-0125932<br /><br />Barcelona - Regional registration number<br />HUTB-012593,licencia_verificada,True,False,True
7433767,30583121.0,solo_sin_licencia,Eixample,el Fort Pienc,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:7433767,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7480152,9857118.0,solo_sin_licencia,Gràcia,el Camp d'en Grassot i Gràcia Nova,Private room,Private room in rental unit,2.0,,28.0,True,False,,anuncio:7480152,1,False,26.0,13.0,10.94,€,1.188,1,52,,sin_declarar,False,False,False
7481555,38454895.0,solo_sin_licencia,Sants-Montjuïc,la Bordeta,Private room,Private room in rental unit,2.0,1.0,2.0,True,False,,anuncio:7481555,1,False,60.48,30.24,25.45,€,1.188,0,244,,sin_declarar,False,False,False
7488858,3744544.0,solo_con_licencia,Gràcia,la Vila de Gràcia,Entire home/apt,Entire rental unit,4.0,2.0,3.0,True,False,hutb-009205,anuncio:7488858,1,False,238.51,59.63,50.19,€€,1.188,35,163,Barcelona - Regional registration number<br />hutb-009205<br /><br />Spain - National registration number<br />ESFCTU00000806600028759100000000000000HUTB-009205-546,licencia_verificada,True,False,True
7497227,7215439.0,solo_con_licencia,Les Corts,les Corts,Entire home/apt,Entire rental unit,4.0,1.0,1.0,True,False,HUTB-009523,HUTB-009523,1,False,165.67,41.42,34.86,€,1.188,2,155,Spain - National registration number<br />ESFCTU00000805600096176800000000000000000HUTB-0095233<br /><br />Barcelona - Regional registration number<br />HUTB-009523,licencia_verificada,True,False,True
7506698,17780241.0,solo_sin_licencia,Sarrià-Sant Gervasi,el Putxet i el Farró,Private room,Private room in rental unit,1.0,,1.0,True,False,,anuncio:7506698,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7507823,26555090.0,solo_sin_licencia,Eixample,l'Antiga Esquerra de l'Eixample,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:7507823,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7510453,34929716.0,,Sants-Montjuïc,el Poble Sec,Entire home/apt,Entire rental unit,6.0,3.0,32.0,False,False,HUTB-002564,HUTB-002564,2,False,106.18,17.7,14.9,€,1.188,4,254,Spain - National registration number<br />ESFCNT00000806900011343300000000000000000000000000007<br /><br />Barcelona - Regional registration number<br />HUTB-002564,licencia_verificada,False,False,False
7516073,38093562.0,solo_con_licencia,Gràcia,la Vila de Gràcia,Entire home/apt,Entire condo,8.0,4.0,2.0,True,False,HUTB-004311,HUTB-004311,1,False,611.0,76.38,64.29,€€,1.188,5,105,Barcelona - Regional registration number<br />HUTB-004311,licencia_verificada,True,False,True
7520681,33848547.0,solo_sin_licencia,Sant Martí,el Poblenou,Private room,Private room in rental unit,2.0,,2.0,True,False,,anuncio:7520681,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7521305,8172286.0,solo_sin_licencia,Gràcia,la Vila de Gràcia,Private room,Private room in rental unit,1.0,,7.0,True,False,,anuncio:7521305,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7521369,11417652.0,solo_con_licencia,Sant Martí,el Camp de l'Arpa del Clot,Entire home/apt,Entire rental unit,2.0,2.0,1.0,True,False,HUTB-000366,HUTB-000366,1,False,340.0,170.0,143.08,€€€€,1.188,18,190,Spain - National registration number<br />ESFCTU000008058000366611000000000000000HUTB-00366-268<br /><br />Barcelona - Regional registration number<br />HUTB-000366,licencia_verificada,True,False,True
7543667,16533187.0,,Horta-Guinardó,el Guinardó,Private room,Private room in rental unit,2.0,,100.0,False,False,,anuncio:7543667,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7555206,255477.0,solo_sin_licencia,Sants-Montjuïc,Sants - Badal,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:7555206,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7559056,1995520.0,solo_sin_licencia,Gràcia,la Vila de Gràcia,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:7559056,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7562579,3689508.0,,Eixample,Sant Antoni,Entire home/apt,Entire rental unit,4.0,4.0,32.0,False,False,Exempt - seasonal rental,anuncio:7562579,1,False,,,,,1.188,0,14,Spain - National registration number<br />ESFCNT00000806900008462700000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,exencion_declarada,False,False,False
7574593,4498407.0,mixto,Eixample,la Dreta de l'Eixample,Entire home/apt,Entire rental unit,4.0,2.0,5.0,True,False,HUTB-006730,HUTB-006730,2,True,400.0,100.0,84.17,€€€,1.188,0,75,Barcelona - Regional registration number<br />HUTB-006730<br /><br />Spain - National registration number<br />ESFCTU00000805600030443500000000000000000HUTB-0067607,licencia_verificada,True,False,False
7576967,39726832.0,solo_sin_licencia,Ciutat Vella,el Barri Gòtic,Private room,Private room in rental unit,2.0,,1.0,True,False,,anuncio:7576967,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7586595,28814358.0,solo_sin_licencia,Eixample,la Dreta de l'Eixample,Private room,Private room in rental unit,2.0,,31.0,True,True,,anuncio:7586595,1,False,,,,,1.188,0,0,,sin_declarar,False,False,False
7586806,9478280.0,solo_con_licencia,Sant Martí,el Poblenou,Entire home/apt,Entire rental unit,2.0,2.0,1.0,True,False,HUTB-013002,HUTB-013002,1,False,210.67,105.34,88.66,€€€,1.188,8,135,Spain - National registration number<br />ESFCTU00000807200009754200000000000000HUTB-013002-014<br /><br />Barcelona - Regional registration number<br />HUTB-013002,licencia_verificada,True,False,True
7589134,39802227.0,solo_con_licencia,Sant Martí,el Poblenou,Entire home/apt,Entire rental unit,4.0,2.0,2.0,True,False,HUTB-005387,HUTB-005387,1,False,243.67,60.92,51.27,€€,1.188,39,216,Spain - National registration number<br />ESFCTU000008072000363159000000000000000HUTB-005387898<br /><br />Barcelona - Regional registration number<br />HUTB-005387,licencia_verificada,True,False,True
7589702,4212095.0,mixto,Les Corts,les Corts,Entire home/apt,Entire rental unit,4.0,2.0,1.0,True,False,HUTB-012575,HUTB-012575,1,False,303.5,75.88,63.87,€€,1.188,3,49,Spain - National registration number<br />ESHFTU00000806000052385703300000000000000HUTB-0125751<br /><br />Barcelona - Regional registration number<br />HUTB-012575,licencia_verificada,True,False,True
7600385,857784.0,solo_con_licencia,Eixample,Sant Antoni,Entire home/apt,Entire rental unit,6.0,3.0,1.0,True,False,HUTB-001524,HUTB-001524,1,False,,,,,1.188,0,0,Barcelona - Regional registration number<br />HUTB-001524,licencia_verificada,True,False,False
7625392,5729069.0,mixto,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,Entire rental unit,3.0,2.0,1.0,True,False,HUTB-006065,HUTB-006065,1,False,358.0,119.33,100.44,€€€,1.188,2,344,Barcelona - Regional registration number<br />HUTB-006065<br /><br />Spain - National registration number<br />ESFCTU00000807200076700100000000000000000HUTB-0060653,licencia_verificada,True,False,True
